timestamp_ms,ax,ay,az
6842.0,0.3184,-0.3496,10.8553
6852.0,0.3783,-1.0391,11.0947
6862.0,0.3711,-0.7853,11.3102
6872.0,0.0551,-0.9313,12.232
6882.0,-0.929,-1.1133,15.117
6892.0,-2.1045,-0.395,18.0355
6902.0,-2.8323,2.0734,20.2789
6912.0,-3.4429,3.1532,22.9532
6922.0,-3.2417,4.6471,24.9069
6932.0,-2.7557,4.3766,25.1678
6942.0,-0.9697,3.2058,24.1383
6952.0,2.5977,-0.5602,16.5751
6962.0,4.4053,-3.4213,13.2806
6972.0,4.4245,-4.9943,16.8935
6982.0,3.7948,-4.3215,19.8791
6992.0,4.8004,-1.0127,16.3548
7002.0,5.5474,2.241,14.4011
7012.0,3.8954,3.5051,19.8072
7022.0,3.3016,3.9265,20.899
7032.0,4.5298,3.6727,15.3301
7042.0,4.7549,2.5977,14.6884
7052.0,4.2234,0.8284,15.9095
7062.0,4.4987,-0.0144,14.7004
7072.0,5.2696,1.3719,10.1945
7082.0,5.3103,2.8587,8.0613
7092.0,4.7238,1.901,6.2704
7102.0,3.96,0.3208,6.201
7112.0,2.7557,-2.8156,7.3885
7122.0,2.7222,-4.9201,6.1292
7132.0,3.4165,-5.6503,2.4301
7142.0,3.7062,-6.4691,-0.5602
7152.0,2.9951,-5.3463,-1.9752
7162.0,0.9553,-5.5929,1.9585
7172.0,-0.5028,-5.5138,3.6488
7182.0,0.7757,-3.9552,-3.723
7192.0,1.9992,-2.0111,-9.7923
7202.0,-1.2067,0.9816,-2.4397
7212.0,-3.4788,-0.5195,4.3598
7222.0,-2.4876,-0.2801,1.6305
7232.0,-2.6408,-0.0192,0.1652
7242.0,-3.2968,0.8715,1.2905
7252.0,-3.1771,-1.1181,1.9465
7262.0,-3.2322,2.0614,1.5179
7272.0,-2.8874,1.6999,1.8675
7282.0,-3.3567,-0.0718,5.2792
7292.0,-3.1651,-0.8308,6.2584
7302.0,-1.9752,-1.1133,3.7134
7312.0,-1.7789,-0.5435,3.3447
7322.0,-1.7382,-0.103,3.2106
7332.0,-1.4102,-0.1413,2.2889
7342.0,-1.3934,-0.1772,2.636
7352.0,-1.4102,-0.5842,3.0335
7362.0,-1.1947,-0.893,2.7078
7372.0,-1.0295,-0.7278,2.296
7382.0,-0.7518,-1.087,1.9393
7392.0,-0.1844,-1.3623,0.9361
7402.0,0.7159,-2.2314,-1.1564
7412.0,1.9561,-3.1292,-3.5338
7422.0,1.0822,-1.0104,-0.8643
7432.0,1.3647,1.166,2.9568
7442.0,1.6424,0.1844,3.9002
7452.0,2.4852,3.2417,3.146
7462.0,1.4078,1.9465,6.3303
7472.0,0.0359,-2.8898,12.7707
7482.0,-0.0048,-3.8714,15.3875
7492.0,2.2314,-4.3311,11.3629
7502.0,3.1651,-2.8515,8.4204
7512.0,4.0247,1.5945,7.8243
7522.0,1.5993,5.0326,12.6653
7532.0,-0.5962,8.3103,18.4976
7542.0,-1.2139,8.8178,19.6301
7552.0,-1.0487,4.2737,20.2382
7562.0,-0.6081,9.6702,21.4927
7572.0,-1.1588,4.2928,24.4352
7582.0,-0.8978,4.4221,23.025
7592.0,-0.9457,1.5658,21.0331
7602.0,-0.8715,0.2298,19.745
7612.0,-1.9393,0.2274,20.3268
7622.0,-3.3232,0.8763,21.9381
7632.0,-4.4365,-1.6783,23.0825
7642.0,-4.6807,1.6328,21.0163
7652.0,-5.533,1.0582,20.7027
7662.0,-5.5952,3.8403,19.0387
7672.0,-5.2744,3.6033,17.0252
7682.0,-4.5873,2.2984,15.8281
7692.0,-3.5985,1.4629,14.0899
7702.0,-2.1261,0.5698,10.9319
7712.0,-1.0702,-0.0215,8.3989
7722.0,-0.7374,0.2562,8.1714
7732.0,-0.9888,0.6177,9.2871
7742.0,-0.929,1.1325,9.0956
7752.0,-0.6321,1.506,8.1451
7762.0,-0.8954,1.0367,8.983
7772.0,-1.1851,0.6991,10.2208
7782.0,-1.0463,0.5555,10.0341
7792.0,-0.6943,0.158,9.2201
7802.0,-0.7087,-0.0527,9.2799
7812.0,-0.5866,0.2011,9.2967
7822.0,-0.1724,0.2777,7.5896
7832.0,-0.2993,1.1923,7.197
7842.0,-1.087,1.2067,8.9304
7852.0,-1.9106,1.6209,10.3621
7862.0,-2.3535,1.2617,10.9654
7872.0,-2.8084,-0.0431,11.8321
7882.0,-3.1292,-0.8045,13.2447
7892.0,-2.9904,-1.4389,13.9007
7902.0,-2.3224,-1.4006,12.797
7912.0,-1.5203,-0.9912,11.3246
7922.0,-0.6153,-0.9529,9.9551
7932.0,-0.0287,-0.5818,8.9543
7942.0,0.0072,-0.103,9.4691
7952.0,-0.3998,-0.091,10.4028
7962.0,-0.7326,0.0886,10.6303
7972.0,-0.8308,-0.0646,10.6638
7982.0,-1.0271,0.0048,10.6973
7992.0,-1.0463,0.4094,10.422
8002.0,-1.0008,0.498,9.56
8012.0,-1.2091,0.7326,9.6007
8022.0,-1.5778,1.2905,10.8769
8032.0,-1.6951,1.6759,11.552
8042.0,-1.1325,2.0255,10.3046
8052.0,-0.6752,2.1428,8.7269
8062.0,-0.8404,2.3391,9.505
8072.0,-1.1732,1.7454,10.8912
8082.0,-1.1253,1.3264,10.7643
8092.0,-0.8619,0.9816,9.924
8102.0,-1.1085,0.6704,10.0078
8112.0,-1.4485,0.656,10.7452
8122.0,-1.5658,0.9026,11.2408
8132.0,-1.4964,0.8811,10.92
8142.0,-1.2402,0.7973,10.41
8152.0,-1.1492,0.8787,10.3741
8162.0,-0.9888,0.7111,9.7612
8172.0,-0.838,0.2873,9.3948
8182.0,-1.1468,0.1844,10.4004
