timestamp_ms,ax,ay,az
12502.0,-12.153,1.1253,8.8394
12512.0,-12.2392,1.4341,8.4994
12522.0,-12.39,1.6831,8.0421
12532.0,-12.1985,1.6089,7.7117
12542.0,-11.6047,1.1636,7.9224
12552.0,-10.817,0.656,7.9487
12562.0,-9.9838,0.4046,8.023
12572.0,-9.5888,0.3903,8.0373
12582.0,-9.8402,0.316,7.7835
12592.0,-10.3166,0.3687,7.3143
12602.0,-10.9343,0.4764,6.6104
12612.0,-11.406,0.7614,6.019
12622.0,-11.7651,1.2115,5.6479
12632.0,-12.0189,1.5921,5.5952
12642.0,-12.1266,1.731,5.3774
12652.0,-12.1027,2.0255,5.442
12662.0,-12.1889,2.2075,5.5737
12672.0,-12.0285,1.9824,5.8323
12682.0,-11.7986,1.7693,6.0669
12692.0,-11.394,1.4557,6.11
12702.0,-10.92,1.1301,6.0956
12712.0,-10.4722,0.9649,6.2608
12722.0,-10.07,0.7063,6.1435
12732.0,-9.6798,0.7326,6.1387
12742.0,-9.4547,0.6752,5.9304
12752.0,-9.2775,0.6656,5.5833
12762.0,-9.1123,0.893,5.0589
12772.0,-9.0333,0.9984,4.7022
12782.0,-9.0573,1.0391,4.2545
12792.0,-8.9591,1.1923,3.802
12802.0,-8.849,1.2139,3.2585
12812.0,-8.7364,1.3144,2.964
12822.0,-8.758,1.1588,2.8228
12832.0,-8.6263,1.2234,2.5163
12842.0,-8.5617,1.2474,2.2553
12852.0,-8.3294,1.1923,1.7621
12862.0,-8.193,1.0415,1.336
12872.0,-7.944,0.9673,1.1229
12882.0,-7.7093,0.9649,0.7805
12892.0,-7.5465,0.8188,0.5387
12902.0,-7.2832,0.8068,0.2394
12912.0,-7.0868,0.6704,-0.1221
12922.0,-7.0605,0.7159,-0.4932
12932.0,-7.0509,0.6512,-0.7614
12942.0,-7.1467,0.419,-0.9697
12952.0,-7.4555,0.0239,-0.9864
12962.0,-7.6758,-0.3711,-0.7087
12972.0,-7.8697,-0.8643,-0.1676
12982.0,-8.0158,-1.1372,0.2298
12992.0,-7.8266,-0.8452,0.2203
13002.0,-8.0589,-1.9968,1.1468
13012.0,-8.1451,-1.6089,0.8188
13022.0,-8.2815,-1.1037,0.759
13032.0,-8.2313,-0.3855,0.5291
13042.0,-8.2289,-0.2466,0.4429
13052.0,-8.2384,-0.4908,0.3328
13062.0,-8.3941,-0.3352,0.4477
13072.0,-8.4443,0.0144,0.7159
13082.0,-8.3917,-0.0263,1.7645
13092.0,-8.3653,-0.5171,3.3423
13102.0,-8.3031,-0.9553,4.5035
13112.0,-8.3414,-1.2139,4.9057
13122.0,-8.6311,-1.3216,4.9847
13132.0,-9.0644,-1.4198,4.8387
13142.0,-9.6678,-1.233,4.4508
13152.0,-10.3286,-1.1253,4.1084
13162.0,-10.8912,-1.063,4.1587
13172.0,-11.4539,-1.5179,4.64
13182.0,-11.5927,-2.1691,5.0566
13192.0,-11.5903,-3.3112,5.2361
13202.0,-11.3964,-3.7038,5.3391
13212.0,-11.0852,-3.972,5.6647
13222.0,-10.7571,-3.881,5.9496
13232.0,-10.2328,-3.6751,5.9664
13242.0,-9.663,-3.5267,5.8826
13252.0,-9.1985,-2.9808,5.8466
13262.0,-8.8322,-3.0191,5.9568
13272.0,-8.3079,-3.1125,6.0406
13282.0,-8.0182,-3.1651,6.2201
13292.0,-7.7572,-3.3519,6.596
13302.0,-7.5776,-3.6105,6.8905
13312.0,-7.3047,-3.6081,7.0006
13322.0,-7.2329,-3.4548,6.8857
13332.0,-7.2113,-3.1388,6.7852
13342.0,-7.2329,-2.8443,6.79
13352.0,-7.3191,-2.8132,6.8953
13362.0,-7.422,-2.217,6.924
13372.0,-7.4915,-1.8244,6.7301
13382.0,-7.4962,-1.573,6.7852
13392.0,-7.5369,-1.4509,6.7373
13402.0,-7.5082,-1.3024,7.027
13412.0,-7.5058,-1.0032,7.0605
13422.0,-7.5513,-0.5315,7.3382
13432.0,-7.6016,-0.2753,7.2975
13442.0,-7.6064,-0.2658,7.1754
13452.0,-7.8003,-0.3807,7.2233
13462.0,-8.09,-0.7661,7.2975
13472.0,-8.5712,-1.1372,7.4364
13482.0,-9.0261,-1.4557,7.6686
13492.0,-9.5505,-1.9082,7.7476
13502.0,-10.0485,-2.1021,8.1092
13512.0,-10.3477,-2.1859,8.2361
13522.0,-10.6877,-1.8818,8.4635
13532.0,-10.8338,-1.585,8.4803
13542.0,-11.0205,-1.1396,8.3989
13552.0,-11.2695,-0.6033,8.2241
13562.0,-11.4994,0.1437,7.9799
13572.0,-11.3868,0.5866,7.7165
13582.0,-11.1713,0.4788,7.2832
13592.0,-11.0971,0.103,6.6966
13602.0,-11.1761,0.0144,5.9783
13612.0,-11.2599,-0.1365,5.5378
13622.0,-11.0612,-0.091,5.4181
13632.0,-10.4411,-0.1987,5.8682
13642.0,-9.7205,-0.7446,6.2632
13652.0,-9.2536,-0.9601,6.5577
13662.0,-9.0788,-1.0487,6.9264
